_id;cst_id;cst_first_name;cst_last_name;cst_birth_day;cst_email;cst_address;cst_gender;cst_country;cst_reviews;pro_id;pro_name;pro_brand;pro_category;pro_sub_category;pro_unit_price;pro_quantity;pro_total;or_id;or_status;or_payment_method;or_purchase_date;or_shipping_date;or_delivery_date
ASTT_29346_25;user_1003;   James   ;Davis;2006-04-14;james_davis86@org.com;Broadway 24 ave, San Jose 5174 st North Carolina;mAle;US;4;PRO_7205-TZ21;"Gaming Laptop 15.6"" RTX 4060";asus;Laptops;Gaming Laptops;;8.0;12995.5608;TXN-51867-II;pending;credit_card;2018-04-04;2018-04-09;2018-04-13
ASTT-72627-10;customer_6010;Felipe ;García   ;2001-05-04;felipegarcia7@gmail.com;Avenida Oriental 36 th, Bucaramanga 83563 st Tolima;masculino;Colonbia;1;PRO-6805-IZ13;Processor Ryzen 5 8600g;AMD;Computers;Components;1926.8039;7.0;$13487.6273;TXN/42322-ZR;delivered;bank_transfer;2018-03-05;2018-03-09;2018-03-14
ASTT-23626-23;user-8461;  Ana ;Rodríguez ;1988-07-22;ana.rodriguez52@icloud.com;Vía España 26 AA, Aguadulce 44611 st Colon;FEMALE;pA;1;PRO_9367-UT10;Keyboard Huntsman Mini TKL;Razr;Peripherals;Input Devices;$811.5058;;3246.0232;TXN-84962-II;delivered;paypal;2023-05-27;2023-05-31;2023-06-04
ASTT-73164_90;customer-9017;Alexis   ;  Pérez;1999-07-10;alexis.perez16@mail.com;Calle 50 10 ave, Penonomé 91593 st Los Santos;masculino;pA;1;PRO/2726-UT63;Mechanical Keyboard K70 RGB;corsair;Peripherals;Input Devices;;10.0;18274.427;TXN_46069-TI;delivered;paypal;2020-02-24;2020-02-29;2020-03-04
ASTT_97356-12;cst-3522; David  ;   Castillo ;2002-03-30;david.castillo6@protonmail.com;Calle Cincuentenario 23 zt, La Chorrera 36584 st Cocle;mAle;Panana;2;PRO_2473-AR33;Motherboard TUF Gaming B650;ASUS;Computers;Components;;5.0;3587.067;TXN_96641-RU;processing;paypal;2020-09-25;2020-10-03;2020-10-13
ASTT_17810-67;user/9341;Diego ;  Ramírez ;2001-08-26;diego.ramirez52@gmail.com;Avenida Pasoancho 39 zt, Cartagena 39956 st Magdalena;Masc;cOlombia;0;PRO/7103-ZZ14;Wireless Keyboard K57;corsair;Peripherals;Input Devices;$703.4464;10.0;7034.464;TXN-82138-TU;processing;debit_card;2022-04-15;2022-04-15;2022-04-16
ASTT-28867_42;cst-2693;   Larissa;Souza;2007-09-21;larissa_souza36@ormail.com;Rua das Flores 30 ave, Porto Alegre 58490 st Bahia;Female;brazil;3;PRO/5653-TO66;"Blade 16"" OLED RTX 4090";razer;Laptops;Gaming Laptops;741.5658;;5190.9606;TXN-53471-RR;delivered;crypto;2023-09-17;2023-09-20;2023-09-24
ASTT_25770-91;cst_5596;Camila   ;Rivera  ;1984-01-24;camila.rivera23@org.com;Calle San Sebastián 11 ave, Arecibo 87108 st Arecibo;f;PR;0;PRO/237-UU39;"Laptop Gamer 15"" 144Hz DDR5";ASUS;Laptops;Gaming Laptops;521.6695;;$1565.0085;TXN/78016-ZI;delivered;crypto;2020-06-07;2020-06-07;2020-06-09
ASTT-69676_23;cst/5372;  Yariela  ;  González  ;1982-01-05;yariela_gonzalez83@mail.com;Avenida Central 11 ave, San Miguelito 10870 st Panama Oeste;F;panama;2;PRO_4822-OU35;"XPS 13"" Intel i7 16GB";DELL;Laptops;Notebooks;;4.0;5099.2624;TXN-44335-OO;shipped;paypal;2019-05-07;2019-05-15;2019-05-24
ASTT-92038_30;customer_3793;  Carlos  ;Cardozo   ;1985-04-02;carlos.cardozo92@mail.com;Calle Estrella 4 zt, Pedro Juan Caballero 42550 st Guaira;Masc;PRY;4;PRO-6410-AO34;MDR-7506 Professional Headphones;Soni;Audio;Headsets & Speakers;631.0137;4.0;$2524.0548;TXN-50562-TR;shipped;bank_transfer;2022-03-17;2022-03-17;2022-03-18
ASTT_95842-43;user_6032;James   ;   Brown;1997-01-10;jamesbrown34@hotmail.com;Ocean Drive 30 AA, Philadelphia 82810 st Arizona;Masc;usa;3;PRO_7955-ZO13;In-Ear Wireless Earbuds Wave;JBL;Audio;Headsets & Speakers;;4.0;4824.1224;TXN-12473-TU;delivered;paypal;2021-05-16;2021-05-16;2021-05-17
ASTT_33574-48;cst-7701;Valentina  ; Gómez ;1993-11-06;valentina_gomez87@protonmail.com;Calle San Martín 11 ave, Córdoba 81334 st Santa Fe;Fem;aR;0;PRO_4326-IT21;QuietComfort Wireless Headset;bose;Audio;Headsets & Speakers;1379.5354;;11036.2832;TXN-19591-RR;shipped;credit_card;2021-07-12;2021-07-12;2021-07-14
ASTT-56527_34;user-7734;  Carlos   ; García ;1993-03-08;carlosgarcia45@ormail.com;Avenida Pardo 29 ave, Iquitos 64687 st Piura;masculino;PER;5;PRO_3496-AR64;MSI Titan GT77 i9;M-SI;Laptops;Gaming Laptops;;8.0;12781.928;TXN_20714-ZA;delivered;credit_card;2023-10-21;2023-10-21;2023-10-22
ASTT_59674-27;cst/8250; Francisca  ;  González ;1989-04-18;francisca.gonzalez19@mail.com;Avenida Valparaíso 40 ave, La Serena 96188 st Los Lagos;Fem;Chille;4;PRO/1361-IO8;Keyboard Huntsman Mini TKL;Razer RGB;Peripherals;Input Devices;158.0618;9.0;$1422.5562;TXN/57597-RR;processing;bank_transfer;2021-09-07;2021-09-07;2021-09-08
ASTT_12581_39;customer-8168;Andrea;   Ramírez ;2003-02-24;andrea_ramirez45@org.com;Avenida Fuerzas Armadas 33 ave, Caracas 92201 st Zulia;fEmale;VE;5;PRO_3826-OR89;Radeon RX 6600 GPU 8GB;Amd;Computers;Components;$718.704;1.0;718.704;TXN-47503-UI;shipped;credit_card;2021-05-06;2021-05-12;2021-05-21
ASTT_99219_90;user-4423;   Isabella ;   Garcia;2006-10-01;isabella.garcia44@hotmail.com;Wall Street 3 AA, Houston 81796 st Arizona;FEMALE;uSa;3;PRO_4368-RI68;"Monitor 24"" FHD 75Hz";Samsum;Computers;Monitors;$1047.2834;4.0;$4189.1336;TXN_85457-AT;delivered;debit_card;2019-10-14;2019-10-14;2019-10-15
ASTT-92375_41;customer_6398;   Theodore   ;   Wilson;2004-03-14;theodorewilson38@mail.com;Jasper Avenue 21 AA, Vancouver 49210 st Newfoundland and Labrador;male;CA;1;PRO-3230-ZR82;Wireless Mouse Ergonomic MX Master;Logi;Peripherals;Input Devices;1158.0056;;$2316.0112;TXN-56602-TR;delivered;paypal;2018-06-11;2018-06-18;2018-06-27
ASTT_93560_79;user-1521;  Valeria;Pérez  ;1986-11-05;valeriaperez46@outlook.com;Calle 60 9 zt, Puebla 35310 st Jalisco;FEMALE;mX;0;PRO_6783-UR86;"Blade 14"" Gaming Ryzen 9";Razr;Laptops;Gaming Laptops;$1672.7625;;$8363.8125;TXN/40901-TT;shipped;bank_transfer;2026-04-21;2026-04-26;2026-04-30
ASTT-33838-79;user-7296;   Juan   ;  López   ;1993-12-01;juanlopez3@icloud.com;Avenida Boggiani 18 th, Luque 81699 st Amambay;masculino;Paragay;5;PRO_8262-AZ74;In-Ear WF-1000XM5 Black;sony;Audio;Headsets & Speakers;$1463.4475;10.0;$14634.475;TXN-45401-RI;shipped;bank_transfer;2022-06-23;2022-06-23;2022-06-25
ASTT-48874-52;cst_4495;  Constanza  ; Contreras  ;2001-08-21;constanza.contreras31@org.com;Paseo Ahumada 18 AA, Viña del Mar 52945 st O'Higgins;Female;Chille;1;PRO/5240-IT62;"Notebook 13"" M3 8GB";Appel;Laptops;Notebooks;$596.727;;$1790.181;TXN-97705-AA;delivered;credit_card;2025-10-12;2025-10-19;2025-10-29
ASTT_68855-25;cst_9786;   David;  Jiménez   ;1998-05-29;david.jimenez46@icloud.com;Avenida 10 38 AA, Cartago 90398 st San Jose;m;cOsta rica;4;PRO_5558-RR85;"Monitor 24"" FHD 75Hz";Samsong;Computers;Monitors;;3.0;902.4339;TXN-92993-UU;shipped;bank_transfer;2026-11-16;2026-11-20;2026-11-23
ASTT-86253_90;cst/8103;Alexander  ; Sánchez  ;1982-12-03;alexander_sanchez9@yahoo.com;Avenida de los Granados 17 AA, Quito 62966 st Chimborazo;masculino;ecuador;2;PRO/5658-IR16;"MacBook Pro 14"" M3 Pro";apple;Laptops;Notebooks;314.3782;;2200.6474;TXN-48043-ZO;shipped;bank_transfer;2023-11-22;2023-11-22;2023-11-24
ASTT_48257_9;user-9945;   Ever ;   López;2006-04-06;ever_lopez27@mail.com;Avenida Aviadores del Chaco 28 ave, Capiatá 72768 st Guaira;mAle;Paragay;0;PRO/9975-OU89;Cloud Stinger 2 Core Headset;hyperx;Audio;Headsets & Speakers;;10.0;9094.271;TXN-10609-IA;delivered;paypal;2022-08-13;2022-08-16;2022-08-20
ASTT_18160-83;cst/6434;  Benjamín ;  Silva  ;2002-06-15;benjamin_silva79@gmail.com;Avenida Valparaíso 26 th, Antofagasta 38066 st Coquimbo;masculino;Chli;4;PRO-6189-ZZ76;Processor Ryzen 5 8600g;amd;Computers;Components;564.6092;8.0;4516.8736;TXN-86467-UZ;delivered;debit_card;2024-08-04;2024-08-04;2024-08-06
ASTT-64448_49;cst/8217;Cindy   ;  García ;1987-07-04;cindy_garcia58@org.com;Bulevar Centroamérica 16 zt, Siguatepeque 57090 st Yoro;Fem;hOnduras;1;PRO/5009-UR5;"Gaming Laptop 15.6"" RTX 4060";ASUS;Laptops;Gaming Laptops;1890.3927;;11342.3562;TXN_22812-AU;delivered;paypal;2018-09-09;2018-09-09;2018-09-10
ASTT_95563-81;customer/2487;   Ava;   Tremblay  ;1993-04-21;avatremblay36@gmail.com;Banff Avenue 7 ave, Edmonton 2116 st Prince Edward Island;Female;CAN;3;PRO/2726-UT63;Mechanical Keyboard K70 RGB;corsair;Peripherals;Input Devices;;10.0;18274.427;TXN-77324-AA;delivered;credit_card;2026-11-01;2026-11-06;2026-11-09
ASTT-24523-1;cst/6434;  Benjamín ;  Silva  ;2002-06-15;benjamin_silva79@gmail.com;Avenida Valparaíso 26 th, Antofagasta 38066 st Coquimbo;masculino;Chli;4;PRO_6593-II60;Gaming Mouse DeathAdder V3;Razr;Peripherals;Input Devices;1431.4659;1.0;$1431.4659;TXN_86562-ZI;processing;paypal;2018-01-23;2018-01-31;2018-02-12
ASTT_96776_7;user_2905;Carlos ;Mora ;2005-11-26;carlosmora73@yahoo.com;Paseo de los Turistas 33 zt, Escazú 48922 st Alajuela;Masc;CR;3;PRO-2876-AA90;Keyboard K530 Pro Wireless;Redragon;Peripherals;Input Devices;1888.2658;;11329.5948;TXN_38307-OU;shipped;debit_card;2022-05-28;2022-06-04;2022-06-11
ASTT-89017_38;customer_3502;  David ;   García  ;1985-10-04;david_garcia27@gmail.com;Jirón de la Unión 22 zt, Trujillo 97410 st Lambayeque;Male;Per;2;PRO-3528-ZR94;Power Supply 1000W RMe;Corseir;Computers;Components;1176.5744;5.0;$5882.872;TXN/58114-TU;shipped;debit_card;2026-04-20;2026-04-20;2026-04-21
ASTT_58145-61;user_2614;  José ;   López   ;1990-11-24;jose.lopez15@ormail.com;Calle del Comercio 28 th, Puerto Cortés 25232 st Olancho;M;Hondura;5;PRO/8182-IU40;Wireless Headset Void RGB Elite;cursair;Audio;Headsets & Speakers;;6.0;3966.8328;TXN_51403-AI;pending;debit_card;2025-07-09;2025-07-14;2025-07-17
ASTT_23024_84;user_5775;  Benjamín ;   Díaz;1980-12-01;benjamin_diaz9@hotmail.com;Avenida San Martín 21 th, Concepción 44486 st Coquimbo;m;cL;1;PRO-8320-OA69;HP ProBook 440 G10 i5;hp;Laptops;Notebooks;;7.0;1460.5465;TXN_43155-AO;delivered;paypal;2021-08-06;2021-08-12;2021-08-19
ASTT_31672-40;customer_7980;   Luis ;  Morales  ;2005-02-12;luismorales23@icloud.com;Vía Porras 3 th, Ciudad de Panamá 98874 st Los Santos;M;Panana;1;PRO/7871-OA4;MSI Katana 15 RTX 4050;M-SI;Laptops;Gaming Laptops;$1642.8576;10.0;16428.576;TXN/87001-RR;pending;debit_card;2019-05-24;2019-05-24;2019-05-25
ASTT-31164-76;customer/3970; Laura ;  Zambrano  ;2003-04-14;laurazambrano20@protonmail.com;Avenida República 11 th, Loja 66634 st Guayas;FEMALE;Ecu;3;PRO/2025-UR5;"Inspiron 15"" Touch AMD R5";DELL;Laptops;Notebooks;439.6076;4.0;$1758.4304;TXN-52943-II;processing;credit_card;2019-02-02;2019-02-07;2019-02-11
ASTT_43791-98;user-6414;   Felipe ;Pérez;1987-05-02;felipe.perez86@mail.com;Calle Pedro de Valdivia 10 zt, Talca 3752 st Coquimbo;Male;Chil;4;PRO-8508-OI7;SSD NVMe M.2 1TB P3;CrucialM;Computers;Components;$801.5343;8.0;6412.2744;TXN_19215-IT;pending;credit_card;2024-10-11;2024-10-11;2024-10-12
ASTT_48299-24;cst/7364; Felipe   ; López ;2006-03-31;felipelopez69@gmail.com;Carrera 7 13 ave, Ibagué 73484 st Atlantico;masculino;cO;2;PRO/2314-ZU74;JBL Quantum 100 Wired Headset;Jbl;Audio;Headsets & Speakers;;4.0;5770.8036;TXN/36504-TA;processing;debit_card;2024-07-29;2024-08-03;2024-08-07
ASTT_52060-18;customer_2535;  Daniela;Díaz ;1983-11-17;daniela_diaz72@icloud.com;Calle El Conde 22 th, San Pedro de Macorís 43674 st Duarte;Female;R. Dominicana;1;PRO_9252-ZZ54;"Monitor 24"" Professional P2422H";del;Computers;Monitors;;8.0;8150.9576;TXN-81120-UI;processing;debit_card;2023-01-15;2023-01-22;2023-02-03
ASTT-25166_40;customer_3301;   Jorge;   Sánchez  ;1999-01-26;jorge_sanchez73@outlook.com;Calle del Comercio 21 zt, Santa Rosa de Copán 96114 st Colon;M;Onduras;2;PRO_9548-AU51;Mechanical Keyboard RGB G413;Logitec;Peripherals;Input Devices;999.9039;;$3999.6156;TXN-51261-AU;pending;debit_card;2019-10-12;2019-10-15;2019-10-18
ASTT_21349_3;cst/6390;   Ángel   ;Ortiz  ;1981-11-05;angelortiz37@mail.com;Avenida Isla Verde 25 zt, Mayagüez 72945 st Ponce;m;puerto rico;5;PRO-2038-AI53;PC Case Carbide SPEC-05;Corseir;Computers;Components;764.2373;;2292.7119;TXN-81540-ZA;pending;credit_card;2025-07-27;2025-08-01;2025-08-06
ASTT-53167-0;customer/5181;   Miriam ;Martínez   ;1995-11-07;miriammartinez33@ormail.com;Bulevar del Norte 11 th, San Pedro Sula 13494 st Copan;Fem;HN;2;PRO/9597-UA18;Processor Core i5-14600K;intel;Computers;Components;$1197.6767;;7186.0602;TXN-72534-ZU;processing;crypto;2024-03-28;2024-04-03;2024-04-10
ASTT-17634_15;user/8237;   Ángel  ;Rodríguez  ;2008-06-23;angel.rodriguez60@ormail.com;Avenida Isla Verde 5 th, Toa Baja 79383 st Caguas;Masc;pUerto rico;4;PRO-3440-TA85;"Aspire 3 14"" Intel Core i3";acer;Laptops;Notebooks;1956.9626;10.0;19569.626;TXN-86467-UZ;delivered;debit_card;2024-08-04;2024-08-04;2024-08-06
ASTT_49974-87;cst-6362; Letícia;  Souza ;2007-02-26;leticia.souza1@protonmail.com;Rua do Ouvidor 6 AA, São Paulo 92657 st Amazonas;feminino;brasil;2;PRO_8567-II59;"Swift Go 14"" OLED";acer;Laptops;Notebooks;1083.0501;;$7581.3507;TXN-98853-AI;processing;crypto;2024-08-14;2024-08-21;2024-08-31
ASTT-78666_62;customer-4864;  María   ; García   ;2000-03-14;maria.garcia49@mail.com;Calle Uruguay 10 zt, La Chorrera 2577 st Darien;f;panamá;0;PRO/1616-OZ18;Studio Headphones WH-1000XM4;Sony;Audio;Headsets & Speakers;1808.0975;3.0;5424.2925;TXN_14604-OA;delivered;debit_card;2023-07-02;2023-07-07;2023-07-11
ASTT_74918-31;user_6199; Karla;  Hernández ;1986-03-15;karlahernandez46@hotmail.com;Bulevar del Norte 7 AA, Siguatepeque 23755 st Comayagua;FEMALE;hN;3;PRO_7389-AU80;"Monitor Portable 14"" USB-C";del;Computers;Monitors;;10.0;19309.825;TXN_38307-OU;shipped;debit_card;2022-05-28;2022-06-04;2022-06-11
ASTT-53629-77;cst/3379;Mateo  ; Ramírez;1991-02-01;mateo.ramirez57@hotmail.com;Avenida Juárez 22 zt, León 54864 st Queretaro;Male;MEX;0;PRO_7725-ZZ16;"Monitor Curved 27"" Odyssey G3";Samsum;Computers;Monitors;;10.0;13078.186;TXN/66947-UU;delivered;crypto;2023-03-12;2023-03-16;2023-03-19
ASTT-24126-55;cst-2254;  Genesis  ;  Torres;2006-08-01;genesis.torres19@hotmail.com;Bulevar de San Juan 7 AA, Trujillo Alto 12772 st San Juan;F;PR;0;PRO-5809-OO69;Gaming Mouse G502 Hero;Logitech;Peripherals;Input Devices;$397.3946;;$1192.1838;TXN/50242-RA;pending;bank_transfer;2024-11-05;2024-11-13;2024-11-23
ASTT-70146-23;customer/4862; Mateo  ; Díaz  ;1994-12-23;mateo_diaz77@outlook.com;Calle Condell 9 th, Valparaíso 47861 st O'Higgins;Male;cL;3;PRO_9548-AU51;Mechanical Keyboard RGB G413;Logitec;Peripherals;Input Devices;999.9039;;$3999.6156;TXN-28760-TI;delivered;paypal;2024-04-06;2024-04-14;2024-04-24
ASTT-85229_23;cst/1924;   Elizabeth;Giménez   ;2000-07-24;elizabeth.gimenez12@outlook.com;Avenida Aviadores del Chaco 14 ave, Asunción 19428 st Central;F;PY;1;PRO-9613-UZ12;Wireless Keyboard K57;corsair;Peripherals;Input Devices;$1104.4607;7.0;$7731.2249;TXN-38229-UA;shipped;bank_transfer;2020-06-26;2020-07-01;2020-07-04
ASTT_91035-75;cst_9250;Elena ;   Sánchez  ;1992-10-09;elena_sanchez78@icloud.com;Avenida Central 20 ave, Escazú 68874 st Cartago;Fem;cOsta rica;4;PRO-8508-OI7;SSD NVMe M.2 1TB P3;CrucialM;Computers;Components;$801.5343;8.0;6412.2744;TXN/76532-AT;pending;debit_card;2019-06-02;2019-06-09;2019-06-20
ASTT_29425-23;customer-3715;  Camila  ;Soto;1999-08-26;camilasoto58@hotmail.com;Avenida Alemania 6 zt, Viña del Mar 45148 st Valparaiso;Female;CL;0;PRO/2827-IR85;"Monitor 27"" Designer PD2700Q";benk;Computers;Monitors;211.826;7.0;1482.782;TXN-55748-RA;delivered;paypal;2018-05-05;2018-05-05;2018-05-07
ASTT-77695_46;cst_3972;   Altagracia   ;  Rodríguez   ;2007-01-13;altagraciarodriguez20@org.com;Avenida Winston Churchill 21 ave, La Vega 18774 st San Pedro de Macoris;F;republica dominicana;4;PRO_1238-AU87;"Monitor 27"" QHD 144Hz Gaming";dell;Computers;Monitors;$775.1707;;7751.707;TXN-32512-UT;processing;credit_card;2022-03-26;2022-03-31;2022-04-05
ASTT-46209_48;cst_4669; Maria  ;Silva   ;1992-02-15;mariasilva84@org.com;Rua das Flores 14 zt, Brasília 38162 st Pernambuco;fEmale;bR;4;PRO_3589-TT79;"Blade 14"" Gaming Ryzen 9";razer;Laptops;Gaming Laptops;$506.8329;;$5068.329;TXN/47404-RR;processing;credit_card;2023-11-06;2023-11-12;2023-11-20
ASTT-30525-8;customer/9315;  David  ;   Chaves   ;1986-12-30;david.chaves49@mail.com;Avenida Segunda 36 th, Liberia 45271 st Heredia;masculino;cOsta rica;3;PRO_5004-UU49;GeForce RTX 4070 Ti TUF;Asuss;Computers;Components;$1046.6942;2.0;2093.3884;TXN/45125-OA;delivered;debit_card;2024-07-16;2024-07-16;2024-07-18
ASTT-49228-31;cst/3357;   Felipe   ;  Díaz   ;2007-07-19;felipe_diaz5@mail.com;Avenida Colón 22 th, Santa Fe 34485 st Buenos Aires;m;ARG;0;PRO-4894-TO97;Gaming Mouse Viper V2 Pro;Razer RGB;Peripherals;Input Devices;$871.602;4.0;3486.408;TXN-25679-TO;processing;paypal;2020-11-25;2020-12-01;2020-12-11
ASTT_78738-1;customer_6010;Felipe ;García   ;2001-05-04;felipegarcia7@gmail.com;Avenida Oriental 36 th, Bucaramanga 83563 st Tolima;masculino;Colonbia;1;PRO/6622-UT37;"Laptop 14"" Intel i5 8GB RAM";Dell;Laptops;Notebooks;$1358.4239;3.0;4075.2717;TXN/28121-IA;pending;crypto;2019-12-07;2019-12-07;2019-12-09
ASTT-97679-32;cst-5676;Julia   ; Souza;1983-03-31;julia.souza65@outlook.com;Avenida Atlântica 1 zt, São Paulo 40354 st Bahia;FEMALE;brazil;1;PRO-3133-ZT51;Keyboard K530 Pro Wireless;Redragon;Peripherals;Input Devices;$1058.2866;3.0;$3174.8598;TXN-52097-RU;shipped;debit_card;2024-09-21;2024-09-26;2024-09-29
ASTT_43419_7;cst-5953;   Sofía  ;Contreras  ;1998-05-07;sofia_contreras6@protonmail.com;Calle Prat 12 ave, Temuco 94144 st Antofagasta;Fem;cL;2;PRO-9421-UO22;ROG Strix G16 i9 RTX 4070;Asuss;Laptops;Gaming Laptops;;9.0;4750.1595;TXN_36213-RR;delivered;debit_card;2025-05-20;2025-05-23;2025-05-27
ASTT_44301-52;customer/8752; Elena   ; González;1994-05-12;elena_gonzalez66@gmail.com;Avenida Central 15 AA, Penonomé 65719 st Darien;Fem;pA;2;PRO_9548-AU51;Mechanical Keyboard RGB G413;Logitec;Peripherals;Input Devices;999.9039;;$3999.6156;TXN/50242-RA;pending;bank_transfer;2024-11-05;2024-11-13;2024-11-23
ASTT_88748_61;customer/6736;  Constanza  ;  Muñoz  ;1992-03-18;constanzamunoz50@protonmail.com;Avenida Valparaíso 13 ave, Viña del Mar 84319 st Araucania;femenino;CHL;0;PRO/6622-UT37;"Laptop 14"" Intel i5 8GB RAM";Dell;Laptops;Notebooks;$1358.4239;3.0;4075.2717;TXN-35607-UU;processing;bank_transfer;2018-07-12;2018-07-12;2018-07-13
ASTT_98001-70;customer-6554;  Henry  ;   Williams  ;1998-08-17;henry_williams93@protonmail.com;Sunset Boulevard 39 ave, Houston 51274 st New York;male;USA;2;PRO-7135-TZ97;"Monitor 24"" Office FHD";LG;Computers;Monitors;$1510.4573;5.0;$7552.2865;TXN/42634-AT;delivered;debit_card;2026-06-03;2026-06-10;2026-06-19
ASTT-84157_54;customer-6579;  Nicole  ;  García ;1986-11-27;nicole_garcia29@hotmail.com;Avenida Sarasota 38 zt, Santo Domingo 19834 st San Cristobal;fEmale;DO;1;PRO-2038-AI53;PC Case Carbide SPEC-05;Corseir;Computers;Components;764.2373;;2292.7119;TXN_80566-RA;delivered;debit_card;2025-07-05;2025-07-09;2025-07-14
ASTT_46537_36;cst_2404; Alejandro  ;Sánchez ;1980-06-05;alejandro_sanchez21@org.com;Avenida Insurgentes 17 AA, Puebla 60245 st Baja California;M;Mejico;5;PRO-5113-TU86;"Monitor Gaming 32"" Odyssey G7";Samsum;Computers;Monitors;;2.0;1402.0862;TXN_63981-UT;pending;bank_transfer;2026-06-04;2026-06-12;2026-06-21
ASTT-65711_76;customer_1463; Fiorella;   Sánchez   ;1995-01-12;fiorellasanchez4@icloud.com;Avenida Pardo 1 AA, Tacna 17539 st Piura;femenino;perú;2;PRO/7361-OR26;TUF Gaming A15 Ryzen 7;ASUS;Laptops;Gaming Laptops;$1401.0443;;1401.0443;TXN/74762-UO;delivered;crypto;2023-10-04;2023-10-04;2023-10-05
ASTT_28138_75;cst/9722; Gabriel ; Pereira   ;1989-01-14;gabriel.pereira14@outlook.com;Rua Oscar Freire 18 th, Salvador 89609 st Pernambuco;mAle;brasil;3;PRO/7323-TA5;Virtuoso RGB Wireless SE;Corsair;Audio;Headsets & Speakers;322.1895;3.0;966.5685;TXN-51686-TU;delivered;crypto;2026-08-03;2026-08-03;2026-08-04
ASTT_38484-2;customer-9973;Jackson  ; Martin;1999-01-12;jackson_martin59@ormail.com;King Street 30 th, Hamilton 41696 st British Columbia;male;canada;0;PRO/5009-UR5;"Gaming Laptop 15.6"" RTX 4060";ASUS;Laptops;Gaming Laptops;1890.3927;;11342.3562;TXN/39124-ZU;processing;crypto;2020-11-26;2020-12-02;2020-12-11
ASTT_27028_90;user/3530;   Christian;Colón;1981-10-01;christian_colon33@gmail.com;Avenida Piñero 23 AA, Mayagüez 30459 st Caguas;M;Puerto Rico;3;PRO_7205-TZ21;"Gaming Laptop 15.6"" RTX 4060";asus;Laptops;Gaming Laptops;;8.0;12995.5608;TXN-21000-IT;processing;debit_card;2020-09-26;2020-09-26;2020-09-28
ASTT-18074_31;customer/5181;   Miriam ;Martínez   ;1995-11-07;miriammartinez33@ormail.com;Bulevar del Norte 11 th, San Pedro Sula 13494 st Copan;Fem;HN;2;PRO-2013-IU81;Mechanical Keyboard K552;Redragon;Peripherals;Input Devices;$1379.7121;;2759.4242;TXN/19167-ZI;processing;debit_card;2024-10-17;2024-10-21;2024-10-25
ASTT-99078-0;user/1731;   Elizabeth  ;Giménez ;1988-09-21;elizabethgimenez4@ormail.com;Calle Palma 21 AA, Lambaré 73787 st Paraguari;Female;paraguay;4;PRO-6597-ZZ26;Wireless Headset Noise Cancelling;Sony;Audio;Headsets & Speakers;1388.0854;2.0;2776.1708;TXN_25790-RU;shipped;crypto;2024-02-24;2024-02-29;2024-03-04
ASTT_69318-28;cst/3413;   Carlos   ;  Hernández  ;1992-12-24;carlos_hernandez69@org.com;Paseo General Escalón 7 th, Santa Ana 69857 st San Salvador;MALE;SLV;0;PRO_7920-IA14;MSI Katana 15 RTX 4050;M-SI;Laptops;Gaming Laptops;714.5609;;$3572.8045;TXN/62644-AZ;delivered;paypal;2020-09-18;2020-09-21;2020-09-26
ASTT_97163_17;cst_5826;  José  ;   Rodríguez   ;2001-12-10;jose.rodriguez57@ormail.com;Calle Fortaleza 38 AA, Arecibo 55996 st Carolina;M;pUerto rico;1;PRO_5758-OU52;"Monitor Mobius 27"" 165Hz";BenQ;Computers;Monitors;1060.0623;4.0;4240.2492;TXN/98469-UI;pending;crypto;2023-05-15;2023-05-22;2023-05-30
ASTT-23333_90;user_6168;Juan  ;  Rodríguez;1991-08-08;juan.rodriguez18@hotmail.com;Calle Rubén Darío 29 AA, Santa Ana 93769 st San Miguel;M;El Salvador;3;PRO/8058-IT86;JBL Charge 5 Speaker;jbl;Audio;Headsets & Speakers;$869.1422;5.0;$4345.711;TXN/74497-RZ;delivered;credit_card;2021-02-19;2021-02-26;2021-03-10
ASTT_62216-9;user-1572;Santiago ;Díaz   ;2007-12-23;santiago_diaz7@org.com;Calle Mitre 31 ave, San Juan 50036 st Cordoba;Male;Arg;5;PRO-4704-UR96;"Monitor Smart M7 43"" 4K";Samsum;Computers;Monitors;;6.0;6180.8298;TXN-96818-ZA;shipped;bank_transfer;2018-06-11;2018-06-11;2018-06-12
ASTT-13960-52;cst_9819;Daniela;  Gutiérrez   ;1981-08-23;daniela.gutierrez36@gmail.com;Avenida 10 15 th, Cartago 82953 st Limon;Female;CR;1;PRO/5009-UR5;"Gaming Laptop 15.6"" RTX 4060";ASUS;Laptops;Gaming Laptops;1890.3927;;11342.3562;TXN/13523-TZ;processing;debit_card;2019-03-27;2019-03-30;2019-04-02
ASTT-38396-18;user_8992;  Alejandra ;  Sánchez;1998-10-11;alejandrasanchez33@org.com;Avenida Pasoancho 0 AA, Santa Marta 86195 st Antioquia;FEMALE;colombia;4;PRO/9623-TZ33;Studio Headphones WH-1000XM4;Soni;Audio;Headsets & Speakers;$566.0404;;$2830.202;TXN_82331-TU;shipped;paypal;2019-02-17;2019-02-20;2019-02-23
